NOM_SCIENTIFIQUE,ENJEU_CONSERVATION,NOM_MATCHING
"Maianthemum bifolium (L.) F.W.Schmidt, 1794 ",MOY,Maianthemum bifolium
"Malcolmia africana (L.) R.Br., 1812 ",DD,Malcolmia africana
"Malcolmia littorea (L.) R.Br., 1812 ",FOR,Malcolmia littorea
"Malcolmia ramosissima (Desf.) Gennari, 1878 ",FOR,Malcolmia ramosissima
"Malus sylvestris Mill., 1768 ",FAI,Malus sylvestris
"Malva alcea L., 1753 ",MOY,Malva alcea
"Malva alcea subsp. ribifolia (Viv.) Kerguélen, 1993 ",FOR,Malva alcea subsp. ribifolia 
"Malva arborea (L.) Webb & Berthel., 1837 ",MOY,Malva arborea
"Malva cretica subsp. althaeoides (Cav.) Bég., 1909 ",DD,Malva cretica subsp. althaeoides 
"Malva cretica subsp. cretica Cav., 1786 ",FOR,Malva cretica subsp. cretica 
"Malva moschata L., 1753 ",MOY,Malva moschata
Malva multiflora (Cav.) Soldano ,MOY,Malva multiflora
"Malva neglecta Wallr., 1824 ",MOY,Malva neglecta
"Malva nicaeensis All., 1785 ",MOY,Malva nicaeensis
"Malva olbia (L.) Alef., 1862 ",MOY,Malva olbia
"Malva parviflora L., 1753 ",MOY,Malva parviflora
"Malva punctata (L.) Alef., 1862 ",FOR,Malva punctata
"Malva setigera Spenn., 1829 ",MOY,Malva setigera
"Malva subovata (DC.) Molero & J.M.Monts., 2005 ",MOY,Malva subovata
"Malva sylvestris L., 1753 ",MOY,Malva sylvestris
"Malva tournefortiana L., 1755 ",FOR,Malva tournefortiana
"Malva trimestris (L.) Salisb., 1796 ",DD,Malva trimestris
"Mantisalca salmantica (L.) Briq. & Cavill., 1930 ",MOY,Mantisalca salmantica
"Maresia nana (DC.) Batt., 1888 ",FOR,Maresia nana
"Marrubium vulgare L., 1753 ",MOY,Marrubium vulgare
"Marsilea quadrifolia L., 1753 ",DD,Marsilea quadrifolia
"Marsilea strigosa Willd., 1810 ",TFO,Marsilea strigosa
"Matricaria chamomilla L., 1753 ",MOY,Matricaria chamomilla
"Matthiola fruticulosa (Loefl. ex L.) Maire, 1932 ",MOY,Matthiola fruticulosa
"Matthiola incana (L.) R.Br., 1812 ",MOY,Matthiola incana
"Matthiola sinuata (L.) R.Br., 1812 ",FOR,Matthiola sinuata
"Matthiola tricuspidata (L.) R.Br., 1812 ",FOR,Matthiola tricuspidata
"Medicago arabica (L.) Huds., 1762 ",MOY,Medicago arabica
"Medicago ciliaris (L.) All., 1785 ",FOR,Medicago ciliaris
"Medicago coronata (L.) Bartal., 1776 ",MOY,Medicago coronata
"Medicago disciformis DC., 1813 ",MOY,Medicago disciformis
"Medicago doliata Carmign., 1810 ",FOR,Medicago doliata
"Medicago hybrida (Pourr.) Trautv., 1841 ",TFO,Medicago hybrida
"Medicago laciniata (L.) Mill., 1768 ",DD,Medicago laciniata
"Medicago littoralis Rohde ex Loisel., 1810 ",MOY,Medicago littoralis
"Medicago lupulina L., 1753 ",MOY,Medicago lupulina
"Medicago marina L., 1753 ",FOR,Medicago marina
"Medicago minima (L.) L., 1754 ",MOY,Medicago minima
"Medicago monspeliaca (L.) Trautv., 1841 ",MOY,Medicago monspeliaca
"Medicago murex subsp. murex Willd., 1802 ",FOR,Medicago murex subsp. murex 
"Medicago murex subsp. sphaerocarpos (Bertol.)  I.Lesins & K.A.Lesins, 1979 ",MOY,Medicago murex subsp. sphaerocarpos 
"Medicago murex Willd., 1802 ",MOY,Medicago murex
"Medicago orbicularis (L.) Bartal., 1776 ",MOY,Medicago orbicularis
"Medicago polymorpha L., 1753 ",MOY,Medicago polymorpha
"Medicago praecox DC., 1813 ",MOY,Medicago praecox
"Medicago rigidula (L.) All., 1785 ",MOY,Medicago rigidula
"Medicago rugosa Desr., 1792 ",FOR,Medicago rugosa
"Medicago sativa L., 1753 ",MOY,Medicago sativa
"Medicago sativa subsp. falcata (L.) Arcang., 1882 ",FAI,Medicago sativa subsp. falcata 
"Medicago sativa subsp. glomerata (Balb.) Rouy, 1899 ",MOY,Medicago sativa subsp. glomerata 
"Medicago sativa subsp. sativa L., 1753 ",FAI,Medicago sativa subsp. sativa 
"Medicago scutellata (L.) Mill., 1768 ",FOR,Medicago scutellata
"Medicago secundiflora Durieu, 1845 ",FOR,Medicago secundiflora
"Medicago soleirolii Duby, 1828 ",FOR,Medicago soleirolii
"Medicago suffruticosa Ramond ex DC., 1805 ",MOY,Medicago suffruticosa
"Medicago suffruticosa subsp. leiocarpa (Benth.) Urb.,  1873 ",FOR,Medicago suffruticosa subsp. leiocarpa 
"Medicago suffruticosa subsp. suffruticosa Ramond ex  DC., 1805 ",MOY,Medicago suffruticosa subsp. suffruticosa 
"Medicago tenoreana Ser., 1825 ",TFO,Medicago tenoreana
"Medicago truncatula Gaertn., 1791 ",MOY,Medicago truncatula
"Medicago turbinata (L.) All., 1785 ",DD,Medicago turbinata
"Melampyrum arvense L., 1753 ",MOY,Melampyrum arvense
"Melampyrum catalaunicum Freyn, 1884 ",MOY,Melampyrum catalaunicum
"Melampyrum cristatum L., 1753 ",MOY,Melampyrum cristatum
"Melampyrum pratense L., 1753 ",FAI,Melampyrum pratense
"Melampyrum subalpinum (Jur.) A.Kern., 1863 ",TFO,Melampyrum subalpinum
"Melampyrum sylvaticum L., 1753 ",FAI,Melampyrum sylvaticum
"Melica amethystina Pourr., 1788 ",MOY,Melica amethystina
"Melica ciliata L., 1753 ",MOY,Melica ciliata
"Melica ciliata subsp. ciliata L., 1753 ",MOY,Melica ciliata subsp. ciliata 
"Melica ciliata subsp. magnolii (Godr. & Gren.) K.Richt.,  1890 ",MOY,Melica ciliata subsp. magnolii 
"Melica minuta L., 1767 ",MOY,Melica minuta
"Melica nutans L., 1753 ",MOY,Melica nutans
"Melica uniflora Retz., 1779 ",MOY,Melica uniflora
"Melilotus albus Medik., 1787 ",FAI,Melilotus albus
"Melilotus altissimus Thuill., 1799 ",MOY,Melilotus altissimus
"Melilotus elegans Salzm. ex Ser., 1825 ",MOY,Melilotus elegans
"Melilotus indicus (L.) All., 1785 ",MOY,Melilotus indicus
"Melilotus infestus Guss., 1828 ",DD,Melilotus infestus
"Melilotus italicus (L.) Lam., 1779 ",DD,Melilotus italicus
"Melilotus messanensis (L.) All., 1785 ",TFO,Melilotus messanensis
"Melilotus officinalis (L.) Lam., 1779 ",MOY,Melilotus officinalis
"Melilotus segetalis Ser., 1825 ",TFO,Melilotus segetalis
"Melilotus spicatus (Sm.) Breistr., 1956 ",MOY,Melilotus spicatus
"Melilotus sulcatus Desf., 1799 ",MOY,Melilotus sulcatus
"Melissa officinalis L., 1753 ",MOY,Melissa officinalis
"Melissa officinalis subsp. altissima (Sm.) Arcang., 1894 2 ",FOR,Melissa officinalis subsp. altissima 
"Melissa officinalis subsp. officinalis L., 1753 ",MOY,Melissa officinalis subsp. officinalis 
"Melittis melissophyllum L., 1753 ",MOY,Melittis melissophyllum
"Mentha aquatica L., 1753 ",MOY,Mentha aquatica
"Mentha arvensis L., 1753 ",MOY,Mentha arvensis
"Mentha cervina L., 1753 ",FOR,Mentha cervina
"Mentha longifolia (L.) Huds., 1762 ",MOY,Mentha longifolia
"Mentha pulegium L., 1753 ",MOY,Mentha pulegium
"Mentha requienii Benth., 1834 ",TFO,Mentha requienii
"Mentha suaveolens Ehrh., 1792 ",MOY,Mentha suaveolens
"Mentha suaveolens subsp. insularis (Req.) Greuter,  1972 ",MOY,Mentha suaveolens subsp. insularis 
"Mentha suaveolens subsp. suaveolens Ehrh., 1792 ",MOY,Mentha suaveolens subsp. suaveolens 
"Menyanthes trifoliata L., 1753 ",MOY,Menyanthes trifoliata
"Mercurialis ambigua L.f., 1762 ",MOY,Mercurialis ambigua
"Mercurialis annua L., 1753 ",MOY,Mercurialis annua
"Mercurialis corsica Coss., 1850 ",FOR,Mercurialis corsica
"Mercurialis huetii Hanry, 1864 ",MOY,Mercurialis huetii
"Mercurialis perennis L., 1753 ",MOY,Mercurialis perennis
"Mercurialis tomentosa L., 1753 ",MOY,Mercurialis tomentosa
"Mesembryanthemum crystallinum L., 1753 ",FOR,Mesembryanthemum crystallinum
"Mesembryanthemum nodiflorum L., 1753 ",MOY,Mesembryanthemum nodiflorum
"Meum athamanticum Jacq., 1776 ",MOY,Meum athamanticum
"Mibora minima (L.) Desv., 1818 ",MOY,Mibora minima
"Micranthes clusii (Gouan) B.Bock, 2012 ",MOY,Micranthes clusii
"Micranthes stellaris (L.) Galasso, Banfi & Soldano,  2005 ",MOY,Micranthes stellaris
"Micromeria filiformis subsp. minutifolia (L.Chodat)  Kerguélen, 1987 ",FOR,Micromeria filiformis subsp. minutifolia 
"Micromeria graeca subsp. graeca (L.) Benth. ex Rchb.,  1831 ",FOR,Micromeria graeca subsp. graeca 
"Micromeria marginata (Sm.) Chater, 1971 ",FOR,Micromeria marginata
"Micropyrum tenellum (L.) Link, 1844 ",MOY,Micropyrum tenellum
"Microthlaspi perfoliatum (L.) F.K.Mey., 1973 ",MOY,Microthlaspi perfoliatum
"Milium effusum L., 1753 ",MOY,Milium effusum
"Milium montianum Parl., 1850 ",FOR,Milium montianum
"Milium vernale subsp. scabrum (Rich.) K.Richt., 1890 ",FOR,Milium vernale subsp. scabrum 
Minuartia campestris L. ,DD,Minuartia campestris
"Minuartia capillacea (All.) Graebn., 1918 ",MOY,Minuartia capillacea
"Minuartia glomerata subsp. burnatii (Rouy &  Foucaud) Favarger & F.Conti, 2000 ",FOR,Minuartia glomerata subsp. burnatii 
"Minuartia glomerata subsp. cymifera auct. non (Rouy  & Foucaud) Favarger & F.Conti, 2000 ",DD,Minuartia glomerata subsp. cymifera 
"Minuartia hybrida (Vill.) Schischk., 1936 ",MOY,Minuartia hybrida
"Minuartia hybrida subsp. hybrida (Vill.) Schischk.,  1936 ",MOY,Minuartia hybrida subsp. hybrida 
"Minuartia hybrida subsp. laxa (Jord.) Jauzein, 2010 ",MOY,Minuartia hybrida subsp. laxa 
"Minuartia hybrida subsp. tenuifolia (L.) Kerguélen,  1993 ",MOY,Minuartia hybrida subsp. tenuifolia 
"Minuartia lanuginosa (H.J.Coste) Braun-Blanq., 1931 ",TFO,Minuartia lanuginosa
"Minuartia laricifolia subsp. diomedis (Braun-Blanq.)  Mattf., 1922 ",MOY,Minuartia laricifolia subsp. diomedis 
"Minuartia laricifolia subsp. laricifolia (L.) Schinz &  Thell., 1907 ",MOY,Minuartia laricifolia subsp. laricifolia 
"Minuartia mediterranea (Ledeb. ex Link) Maly, 1908 ",MOY,Minuartia mediterranea
"Minuartia montana L., 1753 ",FOR,Minuartia montana
"Minuartia recurva subsp. condensata (C.Presl)  Greuter & Burdet, 1982 ",MOY,Minuartia recurva subsp. condensata 
"Minuartia recurva subsp. recurva (All.) Schinz & Thell.,  1907 ",MOY,Minuartia recurva subsp. recurva 
"Minuartia rostrata (Pers.) Rchb., 1842 ",MOY,Minuartia rostrata
"Minuartia rubra (Scop.) McNeill, 1963 ",MOY,Minuartia rubra
"Minuartia rupestris subsp. clementei (Huter) Greuter  & Burdet, 1984 ",FOR,Minuartia rupestris subsp. clementei 
"Minuartia rupestris subsp. rupestris (Scop.) Schinz &  Thell., 1907 ",MOY,Minuartia rupestris subsp. rupestris 
"Minuartia sedoides (L.) Hiern, 1899 ",MOY,Minuartia sedoides
"Minuartia verna (L.) Hiern, 1899 ",FAI,Minuartia verna
"Minuartia villarii (Balb.) Wilczek & Chenevard, 1912 ",MOY,Minuartia villarii
"Minuartia viscosa (Schreb.) Schinz & Thell., 1907 ",FOR,Minuartia viscosa
"Misopates orontium (L.) Raf., 1840 ",MOY,Misopates orontium
"Moehringia argenteria Casazza & Minuto, 2008 ",FOR,Moehringia argenteria
"Moehringia intermedia Loisel. ex Panizzi, 1889 ",TFO,Moehringia intermedia
"Moehringia lebrunii Merxm., 1965 ",FOR,Moehringia lebrunii
"Moehringia muscosa L., 1753 ",MOY,Moehringia muscosa
"Moehringia pentandra J.Gay, 1832 ",MOY,Moehringia pentandra
"Moehringia sedoides (Pers.) Cumino ex Loisel., 1807 ",TFO,Moehringia sedoides
"Moehringia trinervia (L.) Clairv., 1811 ",FAI,Moehringia trinervia
"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb.,  1799 ",MOY,Moenchia erecta
"Molineriella minuta (L.) Rouy, 1913 ",TFO,Molineriella minuta
"Molinia arundinacea Schrank, 1789 ",MOY,Molinia arundinacea
"Molinia caerulea (L.) Moench, 1794 ",MOY,Molinia caerulea
"Molopospermum peloponnesiacum (L.) W.D.J.Koch,  1824 ",MOY,Molopospermum peloponnesiacum
"Moneses uniflora (L.) A.Gray, 1848 ",MOY,Moneses uniflora
"Monotropa hypopitys L., 1753 ",MOY,Monotropa hypopitys
"Monotropa hypopitys subsp. hypophegea (Wallr.)  Holmboe, 1922 ",DD,Monotropa hypopitys subsp. hypophegea 
"Monotropa hypopitys subsp. hypopitys L., 1753 ",DD,Monotropa hypopitys subsp. hypopitys 
"Montia arvensis Wallr., 1840 ",MOY,Montia arvensis
"Montia fontana L., 1753 ",MOY,Montia fontana
"Montia hallii (A.Gray) Greene, 1891 ",MOY,Montia hallii
"Moraea sisyrinchium (L.) Ker Gawl., 1805 ",FOR,Moraea sisyrinchium
"Morisia monanthos (Viv.) Asch., 1885 ",TFO,Morisia monanthos
"Murbeckiella pinnatifida (Lam.) Rothm., 1939 ",MOY,Murbeckiella pinnatifida
"Murbeckiella zanonii (Ball) Rothm., 1939 ",TFO,Murbeckiella zanonii
"Muscari atlanticum Boiss. & Reut., 1852 ",MOY,Muscari atlanticum
"Muscari baeticum Blanca, Ruíz Rejón & Suár.-Sant.,  2007 ",DD,Muscari baeticum
"Muscari botryoides (L.) Mill., 1768 ",MOY,Muscari botryoides
"Muscari comosum (L.) Mill., 1768 ",MOY,Muscari comosum
"Muscari matritensis Ruíz Rejón, Pascual, C.Ruíz Rejón,  Valdés & J.L.Oliv., 1985 ",MOY,Muscari matritensis
"Muscari neglectum Guss. ex Ten., 1842 ",MOY,Muscari neglectum
"Muscari olivetorum Blanca, Ruíz Rejón & Suárez-  Santiago ",DD,Muscari olivetorum
"Mutellina adonidifolia (J.Gay) Gutermann, 2006 ",MOY,Mutellina adonidifolia
"Mutellina corsica (J.Gay) Reduron, Pimenov &  M.V.Leonov, 1997 ",FOR,Mutellina corsica
"Myagrum perfoliatum L., 1753 ",MOY,Myagrum perfoliatum
"Myosotis alpestris F.W.Schmidt, 1794 ",MOY,Myosotis alpestris
"Myosotis arvensis (L.) Hill, 1764 ",MOY,Myosotis arvensis
"Myosotis balbisiana Jord., 1852 ",MOY,Myosotis balbisiana
"Myosotis congesta Shuttlew. ex Albert & Reyn., 1891 ",FOR,Myosotis congesta
"Myosotis corsicana subsp. corsicana (Fiori) Grau, 1970 5 ",TFO,Myosotis corsicana subsp. corsicana 
"Myosotis corsicana subsp. pyrenaeorum Blaise &  Kerguélen, 1992 ",DD,Myosotis corsicana subsp. pyrenaeorum 
"Myosotis decumbens Host, 1827 ",MOY,Myosotis decumbens
"Myosotis decumbens subsp. decumbens Host, 1827 ",MOY,Myosotis decumbens subsp. decumbens 
"Myosotis decumbens subsp. teresiana (Sennen) Grau,  1964 ",MOY,Myosotis decumbens subsp. teresiana 
"Myosotis discolor Pers., 1797 ",MOY,Myosotis discolor
"Myosotis dubia Arrond., 1869 ",MOY,Myosotis dubia
"Myosotis laxa subsp. cespitosa (Schultz) Hyl. ex  Nordh., 1940 ",MOY,Myosotis laxa subsp. cespitosa 
"Myosotis martini Sennen, 1926 ",DD,Myosotis martini
"Myosotis minutiflora Boiss. & Reut., 1852 ",FOR,Myosotis minutiflora
"Myosotis nemorosa Besser, 1821 ",MOY,Myosotis nemorosa
"Myosotis pusilla Loisel., 1809 ",MOY,Myosotis pusilla
"Myosotis ramosissima Rochel, 1814 ",FAI,Myosotis ramosissima
"Myosotis ramosissima subsp. lebelii (Nyman) Blaise,  1969 ",TFO,Myosotis ramosissima subsp. lebelii 
"Myosotis ramosissima subsp. ramosissima Rochel,  1814 ",FAI,Myosotis ramosissima subsp. ramosissima 
"Myosotis scorpioides L., 1753 ",MOY,Myosotis scorpioides
"Myosotis secunda A.Murray, 1836 ",MOY,Myosotis secunda
"Myosotis sicula Guss., 1843 ",FOR,Myosotis sicula
"Myosotis soleirolii (Nyman) Godr. ex Rouy, 1896 ",TFO,Myosotis soleirolii
"Myosotis speluncicola (Schott ex Boiss.) Rouy, 1881 ",FOR,Myosotis speluncicola
Myosotis stolonifera (J.Gay ex A.DC.) Leresche &  Levier ,FOR,Myosotis stolonifera
"Myosotis stricta Link ex Roem. & Schult., 1819 ",MOY,Myosotis stricta
"Myosotis sylvatica Hoffm., 1791 ",MOY,Myosotis sylvatica
"Myosoton aquaticum (L.) Moench, 1794 ",MOY,Myosoton aquaticum
"Myosurus minimus L., 1753 ",FOR,Myosurus minimus
"Myricaria germanica (L.) Desv., 1824 ",MOY,Myricaria germanica
"Myriolimon diffusum (Pourr.) Lledó, Erben &  M.B.Crespo, 2005 ",TFO,Myriolimon diffusum
"Myriolimon ferulaceum (L.) Lledó, Erben &  M.B.Crespo, 2005 ",FOR,Myriolimon ferulaceum
"Myriophyllum alterniflorum DC., 1815 ",FOR,Myriophyllum alterniflorum
"Myriophyllum spicatum L., 1753 ",MOY,Myriophyllum spicatum
"Myriophyllum verticillatum L., 1753 ",MOY,Myriophyllum verticillatum
"Myrrhis odorata (L.) Scop., 1771 ",MOY,Myrrhis odorata
"Myrtus communis L., 1753 ",MOY,Myrtus communis
"Najas graminea Delile, 1813 ",DD,Najas graminea
"Najas marina L., 1753 ",MOY,Najas marina
"Najas marina subsp. armata (H.Lindb.) Horn, 1952 ",FOR,Najas marina subsp. armata 
"Najas marina subsp. intermedia (Wolfg. ex Gorski)  Casper, 1979 ",DD,Najas marina subsp. intermedia 
"Najas marina subsp. marina L., 1753 ",DD,Najas marina subsp. marina 
"Najas minor All., 1773 ",FOR,Najas minor
"Nananthea perpusilla (Loisel.) DC., 1838 ",TFO,Nananthea perpusilla
"Narcissus assoanus Dufour, 1830 ",MOY,Narcissus assoanus
"Narcissus bicolor L., 1762 ",FOR,Narcissus bicolor
"Narcissus dubius Gouan, 1773 ",MOY,Narcissus dubius
"Narcissus obsoletus (Haw.) Steud., 1841 ",FOR,Narcissus obsoletus
"Narcissus poeticus L., 1753 ",MOY,Narcissus poeticus
"Narcissus pseudonarcissus L., 1753 ",MOY,Narcissus pseudonarcissus
"Narcissus pseudonarcissus subsp. pallidiflorus  (Pugsley) A.Fern., 1951 ",FOR,Narcissus pseudonarcissus subsp. pallidiflorus 
"Narcissus pseudonarcissus subsp. provincialis  (Pugsley) J.-M.Tison, 2010 ",TFO,Narcissus pseudonarcissus subsp. provincialis 
"Narcissus pseudonarcissus subsp. pseudonarcissus L.,  1753 ",MOY,Narcissus pseudonarcissus subsp. pseudonarcissus 
"Narcissus tazetta L., 1753 ",MOY,Narcissus tazetta
"Narduroides salzmannii (Boiss.) Rouy, 1913 ",FOR,Narduroides salzmannii
"Nardus stricta L., 1753 ",FAI,Nardus stricta
"Narthecium ossifragum (L.) Huds., 1762 ",MOY,Narthecium ossifragum
"Narthecium reverchonii ?elak., 1887 ",FOR,Narthecium reverchonii
"Nasturtium microphyllum Boenn. ex Rchb., 1832 ",DD,Nasturtium microphyllum
"Nasturtium officinale W.T.Aiton, 1812 ",MOY,Nasturtium officinale
"Neatostema apulum (L.) I.M.Johnst., 1953 ",MOY,Neatostema apulum
"Neoschischkinia elegans (Thore) Tzvelev, 1968 ",TFO,Neoschischkinia elegans
"Neoschischkinia pourretii (Willd.) Valdés & H.Scholz,  2006 ",FOR,Neoschischkinia pourretii
"Neotinea conica (Willd.) R.M.Bateman, 2003 ",FOR,Neotinea conica
"Neotinea lactea (Poir.) R.M.Bateman, Pridgeon &  M.W.Chase, 1997 ",MOY,Neotinea lactea
"Neotinea maculata (Desf.) Stearn, 1974 ",MOY,Neotinea maculata
"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon &  M.W.Chase, 1997 ",MOY,Neotinea tridentata
"Neotinea ustulata (L.) R.M.Bateman, Pridgeon &  M.W.Chase, 1997 ",FAI,Neotinea ustulata
"Neottia cordata (L.) Rich., 1817 ",MOY,Neottia cordata
"Neottia nidus-avis (L.) Rich., 1817 ",FAI,Neottia nidus-avis
"Neottia ovata (L.) Bluff & Fingerh., 1837 ",FAI,Neottia ovata
"Nepeta agrestis Loisel., 1827 ",TFO,Nepeta agrestis
"Nepeta cataria L., 1753 ",FOR,Nepeta cataria
"Nepeta latifolia DC., 1805 ",FOR,Nepeta latifolia
"Nepeta nepetella L., 1759 ",MOY,Nepeta nepetella
"Nepeta nuda L., 1753 ",MOY,Nepeta nuda
"Nerium oleander L., 1753 ",MOY,Nerium oleander
"Neslia paniculata (L.) Desv., 1815 ",MOY,Neslia paniculata
"Neslia paniculata subsp. paniculata (L.) Desv., 1815 ",DD,Neslia paniculata subsp. paniculata 
"Neslia paniculata subsp. thracica (Velen.) Bornm.,  1894 ",MOY,Neslia paniculata subsp. thracica 
"Nigella arvensis L., 1753 ",DD,Nigella arvensis
"Nigella damascena L., 1753 ",MOY,Nigella damascena
"Nigella nigellastrum (L.) Willk., 1880 ",FOR,Nigella nigellastrum
"Noccaea alpestris subsp. sylvium (Gaudin) Kerguélen,  1993 ",FOR,Noccaea alpestris subsp. sylvium 
"Noccaea brachypetala (Jord.) F.K.Mey., 1973 ",MOY,Noccaea brachypetala
"Noccaea brevistyla (DC.) Steud., 1841 ",FOR,Noccaea brevistyla
"Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,  1973 ",MOY,Noccaea caerulescens
"Noccaea caerulescens subsp. caerulescens (J.Presl &  C.Presl) F.K.Mey., 1973 ",MOY,Noccaea caerulescens subsp. caerulescens 
"Noccaea caerulescens subsp. virens (Jord.) Kerguélen,  1993 ",MOY,Noccaea caerulescens subsp. virens 
"Noccaea corymbosa (J.Gay) F.K.Mey., 1973 ",MOY,Noccaea corymbosa
"Noccaea montana (L.) F.K.Mey., 1973 ",MOY,Noccaea montana
"Noccaea montana subsp. montana (L.) F.K.Mey., 1973 ",MOY,Noccaea montana subsp. montana 
"Noccaea montana subsp. villarsiana (Jord.) Kerguélen,  1993 ",TFO,Noccaea montana subsp. villarsiana 
"Noccaea praecox (Wulfen) F.K.Mey., 1973 ",FOR,Noccaea praecox
"Noccaea rotundifolia (L.) Moench, 1802 ",MOY,Noccaea rotundifolia
"Nonea echioides (L.) Roem. & Schult., 1819 ",TFO,Nonea echioides
"Notobasis syriaca (L.) Cass., 1825 ",FOR,Notobasis syriaca
"Nuphar lutea (L.) Sm., 1809 ",FOR,Nuphar lutea
"Nuphar pumila (Timm) DC., 1821 ",FOR,Nuphar pumila
"Nymphaea alba L., 1753 ",FOR,Nymphaea alba
"Nymphoides peltata (S.G.Gmel.) Kuntze, 1891 ",FOR,Nymphoides peltata
"Odontites cebennensis H.J.Coste & Soulié, 1906 ",FOR,Odontites cebennensis
"Odontites corsicus (Loisel.) G.Don, 1838 ",FOR,Odontites corsicus
"Odontites luteus (L.) Clairv., 1811 ",MOY,Odontites luteus
"Odontites luteus subsp. lanceolatus (Gaudin)  P.Fourn., 1937 ",FOR,Odontites luteus subsp. lanceolatus 
"Odontites luteus subsp. luteus (L.) Clairv., 1811 ",MOY,Odontites luteus subsp. luteus 
"Odontites luteus subsp. provincialis (Bolliger) J.-  M.Tison, 2010 ",FOR,Odontites luteus subsp. provincialis 
"Odontites vernus (Bellardi) Dumort., 1827 ",MOY,Odontites vernus
"Odontites vernus subsp. serotinus (Coss. & Germ.)  Corb., 1894 ",MOY,Odontites vernus subsp. serotinus 
"Odontites vernus subsp. vernus (Bellardi) Dumort.,  1827 ",MOY,Odontites vernus subsp. vernus 
"Odontites viscosus (L.) Clairv., 1811 ",MOY,Odontites viscosus
"Oenanthe aquatica (L.) Poir., 1798 ",FOR,Oenanthe aquatica
"Oenanthe crocata L., 1753 ",MOY,Oenanthe crocata
"Oenanthe fistulosa L., 1753 ",MOY,Oenanthe fistulosa
"Oenanthe globulosa L., 1753 ",FOR,Oenanthe globulosa
"Oenanthe lachenalii C.C.Gmel., 1805 ",MOY,Oenanthe lachenalii
"Oenanthe peucedanifolia Pollich, 1776 ",MOY,Oenanthe peucedanifolia
"Oenanthe pimpinelloides L., 1753 ",MOY,Oenanthe pimpinelloides
"Oenanthe silaifolia M.Bieb., 1819 ",FOR,Oenanthe silaifolia
"Olea europaea L., 1753 ",MOY,Olea europaea
"Oloptum miliaceum (L.) Röser & Hamasha, 2012 ",MOY,Oloptum miliaceum
"Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. &  F.W.Schultz, 1861 ",MOY,Omalotheca hoppeana
"Omalotheca norvegica (Gunnerus) Sch.Bip. &  F.W.Schultz, 1861 ",MOY,Omalotheca norvegica
"Omalotheca supina (L.) DC., 1838 ",MOY,Omalotheca supina
"Omalotheca sylvatica (L.) Sch.Bip. & F.W.Schultz, 1861 1 ",MOY,Omalotheca sylvatica
"Omphalodes linifolia (L.) Moench, 1794 ",TFO,Omphalodes linifolia
"Onobrychis arenaria (Kit. ex Willd.) DC., 1825 ",FOR,Onobrychis arenaria
"Onobrychis argentea Boiss., 1840 ",DD,Onobrychis argentea
"Onobrychis caput-galli (L.) Lam., 1779 ",MOY,Onobrychis caput-galli
"Onobrychis montana DC., 1805 ",MOY,Onobrychis montana
"Onobrychis saxatilis (L.) Lam., 1779 ",MOY,Onobrychis saxatilis
"Onobrychis supina (Chaix ex Vill.) DC., 1805 ",MOY,Onobrychis supina
"Onobrychis viciifolia Scop., 1772 ",MOY,Onobrychis viciifolia
"Ononis aragonensis Asso, 1779 ",MOY,Ononis aragonensis
"Ononis breviflora DC., 1825 ",MOY,Ononis breviflora
"Ononis cristata Mill., 1768 ",MOY,Ononis cristata
"Ononis diffusa Ten., 1815 ",FOR,Ononis diffusa
"Ononis fruticosa L., 1753 ",MOY,Ononis fruticosa
"Ononis minutissima L., 1753 ",MOY,Ononis minutissima
"Ononis mitissima L., 1753 ",FOR,Ononis mitissima
